grien	dziwdu	dziwdu_qhanshiev	zyephev	chetxryn_ziosryo_sishiev	chetxryn_ziosryo_xrynmyuk	chetxryn_ziosryo_sieuxryn	diavko_xrynbu	chetxryn_dzankryen_pyunlyi	chetxryn_dzankryen	pyanchet_chetxryn	pyanchet_chetxryn_tyoshiek	pyanchet_xyavxryn	pyanchet_xyavxryn_tyoshiek	pyanchet_kuavxryn	pyanchet_kuavxryn_tyoshiek	pyanchet_dzipxryn	pyanchet_dzipxryn_tyoshiek	qhanziwqhwi_shievlyi	qhanziwqhwi_xrynlyi	qhanziwqhwi_deulyi	giwtha_potyo	qrimvrielan	thovqitmra
095A3-004-028-007	閣		kak	4	28	7	鐸	3	[《Дх1372+Дх3703》]	古落反		古落反		古落切				見	鐸	入			U+95A3
095A4-004-020-002	閤		kəp	4	20	2	緝	2	[《切三》]	古沓反		古沓反		古沓切				見	合	入			U+95A4
095A4-004-021-001	閤		xap	4	21	1	葉	2	[《切三》]	null		null		null		null		null	null	null	見音義欄。	按：｛闔｝。《辭源》第二音“古沓切（kəp）”項：“用同‘闔’。合共，全。宋范成大《石湖集》二二《種竹嘆》：‘未幾以眩卧，閤家人子遂謂不當種竹。’”第二音反語古沓切者，與第一音同，但現代音hé與第一音之gé异耳。《莊子·胠篋》：“闔四竟之内，所以立宗廟社稷，治邑、屋、州、閭、鄉、曲者，曷嘗不法聖人哉！”音義：“闔，户臘反。”疏：“闔，合也。”	U+95A4
095AB-002-020-011	閫		khún	2	20	11	文	1	[《切一》]	苦本反		苦本反		苦本切				溪	混	上			U+95AB
095AC-001-038-002	閬		laŋ	1	38	2	陽	2	[《切三》]	null		null		魯當切				null	null	null			U+95AC
095AC-002-035-004	閬		liáŋ	2	35	4	陽	1	[《P4917》]	null		null		null		里養切		來	養	上			U+95AC
095AC-002-036-011	閬		láŋ	2	36	11	陽	2	[《切三》]	null		null		null		里黨切		來	蕩	上			U+95AC
095AC-003-041-002	閬		lâŋ	3	41	2	陽	0	[《藤田2018》]	郎宕反		郎宕反		來宕切				來	宕	去			U+95AC
095AD-001-009-016	閭		lio	1	9	16	魚	2	[《切三》]	力魚反		力魚反		力居切				來	魚	平			U+95AD
095C7-001-035-004	闇		qəm	1	35	4	侵	2	[《切三》]	null		null		null		鳥含切		影	覃	平			U+95C7
095C7-002-033-003	闇		qə́m	2	33	3	侵	2	[《切三》]	null		null		null		鄔感切		影	感	上			U+95C7
095C7-003-038-004	闇		qə̂m	3	38	4	侵	0	[《藤田2018》]	烏紺反		烏紺反		烏紺切				影	勘	去			U+95C7
095CD-001-011-018	闍		to	1	11	18	魚	2	[《TIVK75(3)》]	丁姑反，《切三》丁胡反		丁姑反		當孤切				端	模	平			U+95CD
095CD-001-034-024	闍		dia	1	34	24	魚	2	[《切三》]	視奢反		視奢反		視遮切				禪	麻	平			U+95CD
095D5-004-009-007	闕		gyat	4	9	7	月	2	[《切三》, 《P3694v》]	null		null		null		其月切		群	月	入			U+95D5
095D5-004-009-008	闕		khyat	4	9	8	月	2	[《切三》, 《P3694v》]	去月反		去月反		去月切				溪	月	入			U+95D5
095DA-001-005-017	闚		khye	1	5	17	支	2	[《切三》, 《P3696(2)》]	去隨反		去隨反		去隨切				溪	支	平			U+95DA
095E0-003-018-012	闠		xûi	3	18	12	物	0	[《藤田2018》]	胡對反		胡對反		胡對切				null	null	null			U+95E0
0961C-002-041-011	阜		byú	2	41	11	幽	2	[《切三》]	〓〓反		房久反		房久切				奉	有	上			U+961C
0961E-004-030-003	阞		lək	4	30	3	職	0	[《藤田2018》]	null		盧德反		盧則切				null	null	null			U+961E
09621-001-027-003	阡		chen	1	27	3	真	2	[《切三》]	倉先反		倉先反		蒼先切				清	先	平			U+9621
09627-002-042-004	阧		tú	2	42	4	侯	3	[《P3693v》]	當口反		當口反		當口切				null	null	null			U+9627
09629-001-049-010	阩		shiəŋ	1	49	10	蒸	2	[《切三》]	null		null		null		書蒸切		null	null	null			U+9629
0962F-002-006-001	阯		tiə́	2	6	1	之	2	[《切三》]	諸市反		諸市反		諸市切				章	止	上			U+962F
09631-002-039-001	阱		dziéŋ	2	39	1	耕	2	[《切三》]	null		null		疾郢切				從	静	上			U+9631
0964C-004-019-001	陌		mrak	4	19	1	鐸	2	[《切三》]	莫白反		莫白反		莫白切				明	陌	入			U+964C
0965E-001-049-010	陞		shiəŋ	1	49	10	蒸	2	[《切三》]	識丞反		識承反		識蒸切				書	蒸	平			U+965E
09661-002-042-004	陡		tú	2	42	4	侯	3	[《P3693v》]	當口反		當口反		當口切				端	厚	上			U+9661
09664-001-009-003	除		shio	1	9	3	魚	3	[《切二》]	null		null		null		商居切		null	null	null			U+9664
09664-001-009-006	除		jio	1	9	6	魚	3	[《切二》]	null		null		null		羊諸切		null	null	null			U+9664
09664-001-009-018	除		drio	1	9	18	魚	2	[《切三》]	直魚反		直魚反		直魚切				澄	魚	平			U+9664
09664-003-009-012	除		driô	3	9	12	魚	0	[《藤田2018》]	null		null		遲倨切				澄	御	去			U+9664
09670-001-035-004	陰		qəm	1	35	4	侵	2	[《切三》]	null		null		null		於含切		影	覃	平			U+9670
09670-001-046-022	陰		qrim	1	46	22	侵	2	[《S6187》]	於吟反		於吟反		於金切				影	侵	平			U+9670
09670-003-049-009	陰		qrîm	3	49	9	侵	2	[《P3694r》]	null		null		null		於禁切		影	沁	去			U+9670
09676-001-030-011	陶		jieu	1	30	11	幽	2	[《切三》]	餘招反		null		餘昭切				以	宵	平			U+9676
09676-001-032-011	陶		dau	1	32	11	幽	2	[《切三》]	徒刀反		徒刀反		徒刀切				定	豪	平			U+9676
09676-003-035-002	陶		dâu	3	35	2	幽	0	[《藤田2018》]	null		null		null		大到切		定	號	去			U+9676
09678-004-001-021	陸		lyuk	4	1	21	覺	2	[《切三》]	力竹反		力竹反		力竹切				來	屋	入			U+9678
0967D-001-037-001	陽		jiaŋ	1	37	1	陽	2	[《切三》]	与章反		与章反		與章切				以	陽	平			U+967D
0968D-001-038-009	隍		xuaŋ	1	38	9	陽	2	[《切三》]	胡光反		胡光反		胡光切				匣	唐	平			U+968D
09695-001-028-035	隕		xryen	1	28	35	文	2	[《切三》]	null		null		null		于權切		null	null	null			U+9695
09695-002-016-008	隕		xrýn	2	16	8	文	1	[《切一》]	于閔反		于閔反		于敏切				云	準	上	《廣韵》收於軫韵（其前無準韵而與軫韵）。《漢辭海》韻類爲“準”，不明。		U+9695
09699-004-019-012	隙		khriek	4	19	12	鐸	2	[《切三》]	綺戟反		綺戟反		綺戟切				溪	陌	入			U+9699
096A4-001-015-008	隤		dui	1	15	8	微	2	[《切三》]	null		杜回反		杜回切				定	灰	平			U+96A4
096AA-001-052-003	險		ŋram	1	52	3	談	2	[《切三》]	null		null		null		魚銜切		null	null	null			U+96AA
096AA-002-045-003	險		qhriém	2	45	3	談	2	[《切三》]	虚檢反		虚檢反		虚檢切				曉	琰	上			U+96AA
096AA-002-045-007	險		griém	2	45	7	談	2	[《切三》]	null		null		null		巨險切		null	null	null			U+96AA
096C0-004-027-016	雀		ciak	4	27	16	藥	2	[《P3799》]	即略反		即略反		即略切				精	藥	入			U+96C0
096C7-002-010-016	雇		xó	2	10	16	魚	2	[《切三》]	null		null		侯古切				null	null	null			U+96C7
096C7-003-011-006	雇		kô	3	11	6	魚	0	[《藤田2018》]	古暮反		古暮反		古暮切				見	暮	去			U+96C7
096CA-003-047-012	雊		kû	3	47	12	侯	2	[《P3694r》]	古候反		古候反		古候切				見	候	去			U+96CA
096CD-001-003-010	雍		qyoŋ	1	3	10	東	2	[《P3696(2)》]	於容反		於容反		於容切				影	鍾	平			U+96CD
096CD-002-002-004	雍		qyóŋ	2	2	4	東	2	[《切三》]	null		null		null		委勇切		null	null	null			U+96CD
096CD-003-003-007	雍		qyôŋ	3	3	7	東	3	[《P3696(1)r》]	於用反		於用反		於用切				null	null	null			U+96CD
096D2-004-028-003	雒		lak	4	28	3	鐸	3	[《Дх1372+Дх3703》]	盧各反		null		盧各切				來	鐸	入			U+96D2
096D4-001-043-013	雔		dyu	1	43	13	幽	2	[《切三》]	市流反		市流反		市流切				null	null	null			U+96D4
096D5-001-029-003	雕		teu	1	29	3	幽	2	[《切三》]	都聊反		都聊反		都聊切				端	蕭	平			U+96D5
096E3-001-033-020	難		na	1	33	20	歌	2	[《切三》]	null		null		null		囊何切		泥	戈	平	此音歌韵。《集韵》收於戈韵，《漢辭海》依之。		U+96E3
096E3-002-024-027	難		nan	2	24	27	元	2	[《切三》]	乃干反		乃干反		那干切				泥	寒	平			U+96E3
096E3-003-027-027	難		nân	3	27	27	元	0	[《藤田2018》]	奴旦反		奴旦反		奴案切				泥	翰	去			U+96E3
096E8-002-009-002	雨		xyó	2	9	2	魚	2	[《切三》]	于矩反		于矩反		王矩切				云	麌	上			U+96E8
096E8-003-010-016	雨		xyô	3	10	16	魚	0	[《藤田2018》]	null		null		王遇切				云	遇	去			U+96E8
096EB-002-032-008	雫		xrá	2	32	8	魚	2	[《切三》]	null		null		null		null		null	null	null	見音義欄。	名詞【しづく】。《日本國語大辭典》“しずく（しづく，雫、滴）”詞條：“液体のしたたり落ちる粒状のもの。点滴。涓滴。”《日本漢字的漢語讀音規範（草案）·日本漢字的漢語普通話規範讀音表》現代音xià，與“下”同。下，xrá、xrâ二音，皆現代音爲xià，《漢辭海》爲【おちる】義，即xrá。	U+96EB
096EB-002-032-999	雫		nruá	2	32	999	null	2	[《切三》]	null		null		null		null		泥	馬	上	見音義欄。	不明。《龍龕手鑒》：“雫，俗，奴寡、奴寬二反（–、nuan，並有疑）。”一説本作“耎”，音nyén。	U+96EB
096EF-001-019-001	雯		myun	1	19	1	文	2	[《切三》]	null		null		無分切				微	文	平			U+96EF
096F2-001-019-002	雲		xyun	1	19	2	文	2	[《切三》]	户分反		王分反		王分切				云	文	平			U+96F2
096F9-004-004-009	雹		brok	4	4	9	覺	2	[《切三》]	蒲角反		蒲角反		蒲角切				並	覺	入			U+96F9
09702-004-001-017	霂		muk	4	1	17	屋	2	[《切三》]	莫卜反		莫卜反		莫卜切				null	null	null			U+9702
09704-001-030-001	霄		sieu	1	30	1	宵	2	[《切三》]	相焦反		相焦反		相邀切				心	宵	平			U+9704
09716-001-046-003	霖		lim	1	46	3	侵	2	[《S6187》]	力尋反		力尋反		力尋切				來	侵	平			U+9716
0971C-001-037-023	霜		sriaŋ	1	37	23	陽	2	[《切三》]	所良反		所良反		色莊切				生	陽	平			U+971C
09723-002-016-008	霣		xrýn	2	16	8	文	1	[《切一》]	null		于閔反		于敏切				云	軫	上			U+9723
09730-003-030-001	霰		sên	3	30	1	元	0	[《藤田2018》]	蘇見反		蘇見反		蘇佃切				心	霰	去			U+9730
09732-003-011-003	露		lô	3	11	3	鐸	0	[《藤田2018》]	洛故反		洛故反		洛故切				來	暮	去			U+9732
0973E-001-014-010	霾		mrei	1	14	10	之	2	[《切三》]	〓〓反		莫皆反		莫皆切				明	皆	平			U+973E
09742-004-016-004	靂		lek	4	16	4	錫	2	[《切三》]	閭激反		閭激反		郎擊切				來	錫	入			U+9742
09752-001-042-001	青		cheŋ	1	42	1	耕	2	[《切三》]	倉經反		倉經反		倉經切				清	青	平			U+9752
09752-001-042-503	青		ceŋ	1	42	503	耕	2	[《切三》]	null		null		null		子丁切		null	null	null			U+9752
09756-001-041-003	靖		cieŋ	1	41	3	耕	2	[《切三》]	null		null		null		null		精	清	平	《辭源》第二音項：“《左傳·昭元年》：‘魯叔孫豹可謂能矣，請免之以靖能者。’清王引之《經義述聞》十九：‘靖，當讀爲旌，旌，表也。’”		U+9756
09756-002-039-001	靖		dziéŋ	2	39	1	耕	2	[《切三》]	疾郢反		疾郢反		疾郢切				從	静	上			U+9756
09759-002-039-001	静		dziéŋ	2	39	1	耕	2	[《切三》]	疾郢反		疾郢反		疾郢切				從	静	上			U+9759
09759-003-043-001	静		crêŋ	3	43	1	耕	0	[《藤田2018》]	null		null		null		null		null	null	null	見音義欄。	｛諍｝。《禮·儒行》：“陳言而伏，静而正之。”音義：“静，如字，徐本作‘諍’，音争（creŋ）。”按：今本《儒行》音義文蓋以“諍”字與“争”字爲反矣，本作“徐本作‘争’，音諍。”或者，“音争”本作“争鬥之争”，或作“諫争之争”。今“諍”、“争”皆creŋ、crêŋ二音。《孝經·事君章》“君子之事上也，進思盡忠，退思補過，將順其美，匡救其惡，故上下能相親也”鄭玄佚注：“上陳諫諍之義〔已〕畢〔，未及去就之理；〕欲見〔進退之道，故發此言〕。”音義：“諍，‘争鬥’之争。”《左傳·襄公九年》：“暴骨以逞，不可以争。”注：“言争當以謀，不可以暴骨。”音義：“争，‘争鬥’之争，注同，又如字。”《詩·大雅·思齊》“不聞亦式，不諫亦入”箋：“文王之祀於宗廟，……有孝悌之行，而不能諫争者，亦得入。”音義：“争，‘争鬥’之争。”《論語·憲問》“勿欺也，而犯之”注引孔〔安國〕：“事君之道，義不可欺，當能犯顔諫争。”音義：“諫争，下作去聲。”然乃｛諫争｝=｛諫諍｝之“争”，與｛争鬥｝之“争”同音，非“争”讀如字音，去聲，即音crêŋ。“争”讀如字音，非去聲，即音creŋ。今《辭源》第二音項云“諍諫”，引《儒行》，即其文“静”字音crêŋ。	U+9759
0975A-003-044-013	靚		dziêŋ	3	44	13	耕	0	[《藤田2018》]	null		疾政反		疾政切				從	勁	去			U+975A
09762-003-031-008	面		miên	3	31	8	元	0	[《藤田2018》]	弥戰反		弥戰反		彌箭切				明	線	去			U+9762
09766-002-025-002	靦		thén	2	25	2	元	1	[《切一》]	〓〓反		他典反		他典切				透	銑	上			U+9766
09766-002-025-010	靦		mén	2	25	10	元	2	[《切三》]	null		null		null		null		null	null	null	見音義欄。	按：形容詞｛靦覥（–thén）｝=｛腼腆｝の詞音。《辭源》第二音項：“見‘靦覥’。”“靦覥”詞條：“害羞貌。元王實甫《西厢記》一本一折：‘未語人前先靦覥，櫻桃紅綻、玉粳白露，半晌恰方言。’”此詞蓋來源與｛靦面（thénmiên）｝同。《辭源》“靦面”詞條：“面帶愧色。《舊唐書·德宗紀上·興元元年》詔：‘上累於祖宗，下負於蒸庶。痛心靦面，罪實在予。’”然而今｛靦覥｝即爲叠韵詞，現代音miǎntiǎn，依之隋音當爲ménthén。	U+9766
09767-003-018-005	靧		qhûi	3	18	5	物	0	[《藤田2018》]	荒佩反		荒佩反		荒内切				null	null	null			U+9767
09769-004-018-012	革		krek	4	18	12	職	2	[《切三》]	古核反		古核反		古核切				見	麥	入			U+9769
09769-004-029-018	革		kiək	4	29	18	職	0	[《藤田2018》]	null		null		null		訖力切		見	職	入			U+9769
09774-001-033-030	靴		qhya	1	33	30	魚	2	[《切三》]	null		null		許𦚢切	《漢字文聲義》作“許⿰⺼㫐切”。			曉	戈	平			U+9774
09778-004-020-004	靸		səp	4	20	4	緝	2	[《切三》]	蘇合反		蘇合反		蘇合切				null	null	null			U+9778
09778-004-021-008	靸		sap	4	21	8	緝	0	[《藤田2018》]	null		null		私盍切				null	null	null			U+9778
0977C-002-022-017	靼		thán	2	22	17	元	1	[《切一》]	null		null		null		儻旱切		透	旱	上			U+977C
0977C-004-011-019	靼		tat	4	11	19	月	2	[《切三》, 《P3694v》]	null		當割反		當割切				端	曷	入			U+977C
0977C-004-015-006	靼		tiet	4	15	6	月	2	[《切三》]	旨熱反		旨熱反		旨熱切				null	null	null			U+977C
0977D-003-027-010	靽		pân	3	27	10	元	3	[《S6176r》]	null		null		博漫切				null	null	null			U+977D
09784-001-031-008	鞄		prau	1	31	8	幽	2	[《切三》]	null		null		null		null		null	null	null	見音義欄。	按：名詞【バッグ】。｛包｝。	U+9784
09784-001-031-015	鞄		brau	1	31	15	幽	2	[《切三》]	null		null		薄交切				並	肴	平			U+9784
09784-002-029-009	鞄		bráu	2	29	9	幽	2	[《切三》]	null		null		薄巧切				並	巧	上			U+9784
09784-003-034-014	鞄		brâu	3	34	14	幽	2	[《S6176v》]	防孝反		防孝反		防教切				null	null	null			U+9784
09784-004-004-010	鞄		phrok	4	4	10	覺	2	[《切三》]	null		匹角反		匹角切				null	null	null			U+9784
09788-004-020-002	鞈		kəp	4	20	2	緝	2	[《切三》]	null		古沓反		古沓切				見	合	入			U+9788
09788-004-020-006	鞈		thəp	4	20	6	緝	2	[《切三》]	null		null		null		託合切		透	合	入			U+9788
09788-004-022-003	鞈		krep	4	22	3	緝	0	[《藤田2018》]	null		古洽反		古洽切				null	null	null			U+9788
0978F-002-002-013	鞏		kyóŋ	2	2	13	東	2	[《切三》]	居悚反		居悚反		居悚切				見	腫	上			U+978F
09798-001-031-005	鞘		srau	1	31	5	宵	2	[《切三》]	所交反		所交反		所交切				生	肴	平			U+9798
09798-003-033-001	鞘		siêu	3	33	1	宵	0	[《藤田2018》]	null		null		私妙切				心	笑	去			U+9798
0979A-003-001-006	鞚		khûŋ	3	1	6	東	2	[《TIV70+71》]	〓〓反		苦貢反		苦貢切				溪	送	去			U+979A
097A6-001-043-004	鞦		chyu	1	43	4	幽	2	[《切三》]	七遊反		七遊反		七由切				清	尤	平			U+97A6
097B3-004-021-004	鞳		thap	4	21	4	葉	2	[《切三》]	吐盍反		吐盍反		吐盍切				透	盍	入			U+97B3
097BE-001-033-030	鞾		qhya	1	33	30	魚	2	[《切三》]	歌韵無反語		歌韵無反語（火戈反，又希波反）		許𦚢切	《漢字文聲義》作“許⿰⺼㫐切”。			曉	戈	平			U+97BE
097C1-001-037-010	韁		kiaŋ	1	37	10	陽	2	[《切三》]	居良反		居良反		居良切				見	陽	平			U+97C1
097D4-003-040-007	韔		thriâŋ	3	40	7	陽	0	[《藤田2018》]	丑亮反		丑亮反		丑亮切				徹	漾	去			U+97D4
097D8-004-024-003	韘		shiep	4	24	3	葉	2	[《切三》]	null		書涉反		書涉切				書	葉	入			U+97D8
097D8-004-025-008	韘		sep	4	25	8	葉	2	[《P3799》]	蘇協反		蘇協反		蘇協切				null	null	null			U+97D8
097F3-001-046-022	音		qrim	1	46	22	侵	2	[《S6187》]	於吟反		於吟反		於金切				影	侵	平			U+97F3
097FB-003-021-020	韻		xrŷn	3	21	20	真	3	[《S6176r》]	永贐反		爲捃反		null				云	稕	去			U+97FB
097FB-003-022-002	韻		xyûn	3	22	2	文	0	[《藤田2018》]	null		null		王問切				云	問	去			U+97FB
097FD-001-035-004	韽		qəm	1	35	4	侵	2	[《切三》]	null		烏含反		烏含切				null	null	null			U+97FD
097FD-003-054-002	韽		qrêm	3	54	2	侵	2	[《P3694r》]	於陷反		於陷反		於陷切				null	null	null			U+97FD
09801-004-014-012	頁		xet	4	14	12	質	2	[《切三》]	胡結反		胡結反		胡結切				匣	屑	入			U+9801
09801-004-024-001	頁		jiep	4	24	1	葉	2	[《切三》]	null		null		null		null		以	葉	入	《辭源》第二音項：“同‘䈎’、‘葉’。書册中的一紙謂一頁。也指一紙的一面。本作“䈎”。”		U+9801
09802-002-040-004	頂		téŋ	2	40	4	耕	2	[《切三》]	丁茗反		丁挺反		都挺切				端	迥	上			U+9802
09803-001-041-017	頃		khyeŋ	1	41	17	耕	0	[《藤田2018》]	null		null		去營切				溪	清	平			U+9803
09803-002-004-043	頃		khyé	2	4	43	支	2	[《切三》]	null		null		null		犬繠切		溪	紙	上			U+9803
09803-002-039-010	頃		khyéŋ	2	39	10	耕	2	[《切三》]	去潁反		去潁反		去潁切				溪	静	上			U+9803
09805-002-003-004	項		xróŋ	2	3	4	東	2	[《切三》]	胡講反		胡講反		胡講切				匣	講	上			U+9805
09806-003-021-027	順		zhŷn	3	21	27	文	0	[《藤田2018》]	食閏反		食閏反		食閏切				船	稕	去			U+9806
09808-001-010-008	須		syo	1	10	8	侯	2	[《切三》]	相俞反		相俞反		相俞切				心	虞	平			U+9808
0980A-004-003-002	頊		ŋyok	4	3	2	屋	2	[《切三》]	null		null		魚欲切				null	null	null			U+980A
0980A-004-003-003	頊		qhyok	4	3	3	屋	2	[《切三》]	許玉反		許玉反		許玉切				曉	燭	入			U+980A
09810-003-009-019	預		jiô	3	9	19	魚	0	[《藤田2018》]	余據反		余據反		羊洳切				以	御	去			U+9810
09816-003-027-011	頖		phân	3	27	11	元	0	[《藤田2018》]	null		null		普半切				滂	换	去			U+9816
0981C-002-033-012	頜		xə́m	2	33	12	侵	1	[《P4917》]	null		null		胡感切				null	null	null			U+981C
0981C-004-020-002	頜		kəp	4	20	2	緝	2	[《切三》]	null		null		古沓切				null	null	null			U+981C
0981C-004-020-011	頜		khəp	4	20	11	緝	2	[《切三》]	null		null		null		渴合切		null	null	null			U+981C
09821-004-012-012	頡		kret	4	12	12	質	2	[《切三》]	null		null		古黠切				見	黠	入			U+9821
